number_of_features,algorithm,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.4878456178951229,1036.0,0.08320538183679296,1023.0,0.5396369513862986,1023.0,0.5295081967213114,0.4114674441205053,0.5307563677625489
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.9084580124679136,40.0,0.4553957702460216,27.0,0.8898653315900991,37.0,0.8464109645996671,0.8338409276141118,0.8928547532268164
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.25}",0.9062327343845497,46.0,0.4502997723487743,38.0,0.8829883605762257,178.0,0.8564994654312189,0.8439036522140991,0.9011913907038768
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.5}",0.9047420853196432,53.0,0.4533508407464741,32.0,0.8812877843764246,230.0,0.8559381682109765,0.8439402573548662,0.8986130332253385
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 1}",0.9005341645275639,71.0,0.4440412767517557,50.0,0.8851544117361371,113.0,0.8551140413399858,0.8434605447829566,0.8983648466752421
25,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 2}",0.8953428676200954,88.0,0.4192817663872181,93.0,0.8745968487414004,430.0,0.8605725825611785,0.8490351979109532,0.9033321454909068
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.01}",0.8908935337978242,108.0,0.4177120764289821,97.0,0.8803526957317958,261.0,0.8423452720361129,0.8293328725109701,0.8912665884199568
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.1}",0.8894102187996579,110.0,0.4135637225084317,103.0,0.8817378919039331,205.0,0.8524070444286055,0.8413794923729851,0.8985539148286904
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.25}",0.8970798190930204,81.0,0.4385936196335439,59.0,0.8836280173106014,151.0,0.8512933594678069,0.8400562960776348,0.8983099444409588
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.5}",0.8945941816403862,92.0,0.4272025222987447,78.0,0.8761183055141115,390.0,0.8592183416488478,0.8489867040766093,0.9024596792507582
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 1}",0.8941076885466325,98.0,0.4263308676697925,80.0,0.8669640574490239,635.0,0.8581195058208602,0.8480673057343034,0.8998647405492767
25,lr,"{'solver': 'saga', 'penalty': 'l2', 'C': 2}",0.8827239946216844,131.0,0.3954569128250676,127.0,0.8717554602345725,506.0,0.8575893917795201,0.8475348102100908,0.90105711109659
25,rf,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8560206576213177,309.0,0.36361845427142303,254.0,0.8723026420166086,487.0,0.9517922903302444,0.9494898297173574,0.9822493540909464
